 ,Text,Classificacao
#VALUE!,"@PandaRcds: O PT SÓ CONHECE A VIDA DE MARAJÁ,MESMO O ESTADO DE MINAS GERAIS ESTAR QUEBRADO!!! https://t.co/9khsHsdWx5 ",Negativo 
#VALUE!,@PanichiRaphael: Está ruim para o estado de Minas Gerais? Para o Pimentel e sua Família não! Papai busca eles de helicóptero com o dinhe… ,Negativo 
#VALUE!,@paraiba_online: Ações na Justiça cobram devassa nos voos do governador de Minas Gerais - https://t.co/EwldsHKyp2 https://t.co/2Z8BHEuj5r ,Negativo 
#VALUE!,@paulacamara_: Pimentel compra mais dois helicópteros #ForaPimentel https://t.co/2thbapXAoK https://t.co/NGP41ULjxS ,Negativo 
#VALUE!,@PaulaUrrutia99: @teresalopp como sabía que ibas a dar mg a ese tweet... sabes que he estado a punto de mencionarte en él? Simbiosis de… ,Neutro
#VALUE!,@paulogmmoura: Licitação ocorre em meio à ‘calamidade financeira’ do Estado e à polêmica sobre uso de aeronave por Fernando... https://t… ,Negativo 
#VALUE!,"@peseguridad1: ¡Recuérdalo! A partir del 09 de enero entra en operación el 9-1-1 como número único de atención a llamadas de emergencia,… ",Neutro
#VALUE!,"@pinguim41: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/Iem4N1r0Fd ",Negativo 
#VALUE!,@PoliticaNaWeb: Governo de Minas Gerais compra mais dois helicópteros https://t.co/CDjyR9Ckcv https://t.co/uin3SLNoGg ,Negativo 
#VALUE!,@PortalMigalhas: BB e Estado de MG travam disputa jurídica envolvendo depósitos judiciais. https://t.co/SQfap6okaG ,Negativo 
#VALUE!,@PortalMigalhas: BB e Estado de MG travam disputa jurídica envolvendo depósitos judiciais. https://t.co/SQfap6okaG ,Negativo 
#VALUE!,"@portaluai: #Minas vai dobrar oferta de trabalho e estudo nos #presídios do Estado
https://t.co/UxfPtAKxte ",Neutro
#VALUE!,"@portaluai: Bom dia! Esta é a capa do Estado de Minas desta terça, 10 de janeiro de 2017. Leia mais em https://t.co/HOLeI79uo2 https://t… ",Neutro
#VALUE!,@portaluai: Esta é a capa do Estado de Minas deste sábado. Saiba tudo em https://t.co/HOLeI79uo2 https://t.co/jCQDW69PpR ,Neutro
#VALUE!,"@predocindio: 1- Ontem eu encontrei um amigo que está no governo de Minas.
- Pedro, o q vc acha da comunicação do governo e do governad… ",Neutro
#VALUE!,"@predocindio: 1- Ontem eu encontrei um amigo que está no governo de Minas.
- Pedro, o q vc acha da comunicação do governo e do governad… ",Neutro
#VALUE!,"@predocindio: 1- Ontem eu encontrei um amigo que está no governo de Minas.
- Pedro, o q vc acha da comunicação do governo e do governad… ",Neutro
#VALUE!,@predocindio: Johannes Gutenberg acharia ultrapassada a forma que a comunicação do governo e governador de Mg atuam... ,Neutro
#VALUE!,"@prosapolitica: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/JKKYSX8Fgg https://t.co/lhcjG… ",Negativo 
#VALUE!,@ptpontonoticia: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/uh5Es4zAtm ,Negativo 
#VALUE!,@ptpontonoticia: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/uh5Es4zAtm ,Negativo 
#VALUE!,@quequeeisto: #pmdb #pt #tj #tjmg #almg #psdb #pdt O FILHO ACHOU O OUTRO VELHO Em calamidade financeira MG compra 2 helicópteros https:/… ,Neutro
#VALUE!,@radio1071fm: Ahora | Conductor argentino en estado de ebriedad protagoniza accidente en cruce Serena Golf https://t.co/JxQzBqSP8u @pelu… ,Neutro
#VALUE!,@radiobandnewsfm: Vídeo do Governador de MG utilizando helicóptero oficial para supostamente transportar filho durante o Reveillón reper… ,Negativo 
#VALUE!,"@rafamfilho: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/Ms3f7SVJnz via @UOLNoticias @UOL ",Negativo 
#VALUE!,"@rbrasiliense: Cara-de-pau é o governador de Minas, Fernando Pimentel, que depois de ser flagrado pegando o filhão na festa, comprou mai… ",Negativo 
#VALUE!,"@rbrasiliense: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/nBkwSrUnsZ by #AdrianoLourenco via @c0nvey ",Negativo 
#VALUE!,"@RealSociedad: Zaldua: ""La afición ha estado de 10"" #RealSociedad https://t.co/7o6SDxeEoa ",Neutro
#VALUE!,"@Rede45: Após decretar calamidade financeira em MG, governo Pimentel triplica gastos com bebidas e iguarias para palácios. https://t.co/… ",Negativo 
#VALUE!,"@Rede45: Em meio à calamidade financeira, Pimentel compra mais dois helicópteros para o governo de Minas https://t.co/YvMolbKbtQ ",Negativo 
#VALUE!,@Rede45: TRE de Minas Gerais confirma novamente rejeição de contas das campanhas de Fernando Pimentel e do PT no estado. https://t.co/of… ,Negativo 
#VALUE!,@ReginaldoLopes: #MINAS Postos dos Sine oferecem mais de 1.500 vagas de emprego no estado https://t.co/ZTrZ8MGrRp #Trabalho #Emprego #MG… ,Neutro
#VALUE!,"@ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht… ",Positivo
#VALUE!,"@ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht… ",Positivo
#VALUE!,"@ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht… ",Positivo
#VALUE!,"@ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht… ",Positivo
#VALUE!,"@rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter… ",Neutro
#VALUE!,@reinaldob77: Confira o placar da frequência dos deputados mineiros na Câmara - Politica - Estado de Minas https://t.co/urOgeQFlm4 ,Neutro
#VALUE!,"@Renata62137474: I'm at Cachoeira do Brumado in Cachoeira do Brumado, Estado de Minas Gerais https://t.co/DQ4KozLoen ",Neutro
#VALUE!,"@Renata62137474: I'm at Cachoeira do Brumado in Cachoeira do Brumado, Estado de Minas Gerais https://t.co/HeHNpiFHZu ",Neutro
#VALUE!,@ReutersBrazil: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/cVf6Kj4jFi #domesticNews ,Negativo 
#VALUE!,"@RevistaISTOE: Mesmo em ‘calamidade financeira’, governo de Fernando Pimentel em MG compra mais dois helicópteros. https://t.co/vAdSKiBh… ",Negativo 
#VALUE!,@RevistaISTOE: Pimentel vai buscar filho em festa de réveillon com helicóptero do governo de MG. https://t.co/N1uBwenWVk https://t.co/NQ… ,Negativo 
#VALUE!,"@revistavoto: Governo de #Minas gasta R$ 50,8 milhões com helicópteros https://t.co/KNJEi9SXxb #politica ",Negativo 
#VALUE!,"@rgflores1: Em crise financeira, governo de MG abre licitação para mais 2 helicópteros. Pimentel não quer deixar o filho na mão https://… ",Negativo 
#VALUE!,@RicardoMRios: Agora é o Estado de Minas que dá informações sobre o convite da @chrisassun: https://t.co/4gvYi6Ok34 ,Neutro
#VALUE!,"@ricosdelmundo: Tres Hábitos Diarios De Las Personas Más Exitosas Del Mundo
https://t.co/BNx82wUJEF https://t.co/fCQrtAqhat ",Neutro
#VALUE!,"@Robertocrz: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/AqZgdCZzsE via @VEJA.com ",Negativo 
#VALUE!,"@RobertoTiburcio: Sobre a MANGUAÇA do filho do governador de Minas, Fernando Pimentel do PT...ninguém da IMPRENSA, fala + nada?

BOLSA M… ",Negativo 
#VALUE!,"@RobertoTiburcio: Sobre a MANGUAÇA do filho do governador de Minas, Fernando Pimentel do PT...ninguém da IMPRENSA, fala + nada?

BOLSA M… ",Negativo 
#VALUE!,"@RobertoTiburcio: Sobre a MANGUAÇA do filho do governador de Minas, Fernando Pimentel do PT...ninguém da IMPRENSA, fala + nada?

BOLSA M… ",Negativo 
#VALUE!,"@RobertoTiburcio: VERGONHA EM MINAS GERAIS

Estado quebrado e?

A balada de Fernando Pimentel em meio à calamidade financeira de MG. htt… ",Negativo 
#VALUE!,"@RobertoTiburcio: VERGONHA EM MINAS GERAIS

Estado quebrado e?

A balada de Fernando Pimentel em meio à calamidade financeira de MG. htt… ",Negativo 
#VALUE!,"@RodrigoTroppo: @MarcosV60958142 Só lembrando que este crápula,mesmo com todo o apoio da mídia e dessas eleições controladas,NÃO VENCEU… ",Neutro
#VALUE!,@rogerio_sinesio: A foto não seria a dos governadores ANASTAZIA e AÉCIO? https://t.co/fUwRaRqfts via @folha_com ,Neutro
#VALUE!,"@RogerioCorreia_: ""Não temos mais dívida com a União"", diz Pimentel em entrevista ao EM - Politica - Estado de Minas https://t.co/HeSDl8… ",Neutro
#VALUE!,"@RogerioCorreia_: ""Não temos mais dívida com a União"", diz Pimentel em entrevista ao EM - Politica - Estado de Minas https://t.co/HeSDl8… ",Neutro
#VALUE!,"@RogerioCorreia_: ""Não temos mais dívida com a União"", diz Pimentel em entrevista ao EM - Politica - Estado de Minas https://t.co/HeSDl8… ",Neutro
#VALUE!,@RolandDavi: O PT quebrou Minas Gerais- Fernando Pimentel usou helicóptero do estado ilegalmente https://t.co/fey3ElQJ8Z https://t.co/U7… ,Negativo 
#VALUE!,@roneymau: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/R1R6o24p14 Pilantrel e Zé Afonso deveriam… ,Negativo 
#VALUE!,@rtoffoli: Consultando o RAB da Anac é possível ver que o prefixo do helicóptero usado por Pimentel é de fato do Governo de Minas. https… ,Negativo 
#VALUE!,"@rtsimpsons: ""-¡Idiota! Has estado a punto de beberte un matraz de sulfúrico.

-¿Sulfúrico, eh? Diría que soy estúpido, qué vergüenza d… ",Neutro
#VALUE!,"@rudigerescobar: alagran! Que J. I. Cohen no estaba también implicado en el caso de cooptacion del estado?
https://t.co/MsJloxMWmt ",Neutro
#VALUE!,"@rudigerescobar: alagran! Que J. I. Cohen no estaba también implicado en el caso de cooptacion del estado?
https://t.co/MsJloxMWmt ",Neutro
#VALUE!,"@rudigerescobar: alagran! Que J. I. Cohen no estaba también implicado en el caso de cooptacion del estado?
https://t.co/MsJloxMWmt ",Neutro
#VALUE!,"@Rui_Robson10: Infelizmente a realidade vai ser essa, sendo que Fernando Pimentel deveria ser cassado, chutado, expulso do governo de Mi… ",Negativo 
#VALUE!,@saleluzconsult5: Governador de Minas usa helicóptero do Estado para buscar filho em festa https://t.co/niyx4VhflB by #UOLNoticias via @… ,Negativo 
#VALUE!,"@salseira: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/2c1M2shppK via @VEJA.com ",Negativo 
#VALUE!,"@saopaulo_agora: Estado de atenção para alagamentos nas zonas: Leste, Sudeste, Centro, Marginal Tietê e nas Subprefeituras de ST e MG. (… ",Neutro
#VALUE!,"@Sara_Herraiz: Necesito que @alex_luthor_ recupere el WiFi. Este estado de pasivo que solo da MG no lo aguanto.
#WiFiForJudas ",Neutro
#VALUE!,"@Sara_Herraiz: Necesito que @alex_luthor_ recupere el WiFi. Este estado de pasivo que solo da MG no lo aguanto.
#WiFiForJudas ",Neutro
#VALUE!,"@Sara_Herraiz: Necesito que @alex_luthor_ recupere el WiFi. Este estado de pasivo que solo da MG no lo aguanto.
#WiFiForJudas ",Neutro
#VALUE!,@SaudeMG: #SUS Minas Gerais recebe recurso máximo disponibilizado pelo Governo Federal para ações da #VigilânciaSanitária https://t.co/f… ,Positivo
#VALUE!,@SaudeMG: #SUS SES-MG convoca coletiva para falar da situação da #FebreAmarela no estado https://t.co/7RwhYPH1Oz https://t.co/lfICLTfvxZ ,Neutro
#VALUE!,@sbpaiva: Governo de Minas dá respostas à Justiça sobre calamidade financeira - Politica - Estado de Minas https://t.co/6jxqEJVYra ,Neutro
#VALUE!,@sbpaiva: Governo de Minas dá respostas à Justiça sobre calamidade financeira - Politica - Estado de Minas https://t.co/6jxqEJVYra ,Neutro
#VALUE!,@sbpaiva: Governo de Minas dá respostas à Justiça sobre calamidade financeira - Politica - Estado de Minas https://t.co/6jxqEJVYra ,Neutro
#VALUE!,"@sdronsh: I'm at Terminal Rodoviário Governador Israel Pinheiro - @pbhonline in Belo Horizonte, MG https://t.co/easvBV3UDx ",Neutro
#VALUE!,"@secminasant: La seguridad del sector minero es nuestra prioridad, @secminasant y @Corantioquia evaluan el estado actual de las minas en… ",Neutro
#VALUE!,"@shineshailey: El nombre del estado de brasileño ""Minas Gerais"" en el tobillo izquierdo https://t.co/4xTHtqSqMw ",Neutro
#VALUE!,"@Silvio_MKT: Fernando Pimentel PISA e COSPE em cima dos mineiros, é impressionante a cara de pau desse sujeito.https://t.co/MSqSlDMRAr ",Negativo 
#VALUE!,@Silvio_MKT: Pimentel MENTE! O Decreto 44.028/2005 NÃO autoriza o governador a usar aeronaves em momento de lazer.https://t.co/i7lGtHgXM… ,Negativo 
#VALUE!,@Silvio_MKT: Pimentel MENTE! O Decreto 44.028/2005 NÃO autoriza o governador a usar aeronaves em momento de lazer.https://t.co/i7lGtHgXM… ,Negativo 
#VALUE!,"@Silvio_MKT: Se beber n dirija, se for filho d Fernando Pimentel, governador d Minas, n se preocupe, um helicóptero pago c/ dinheiro púb… ",Negativo 
#VALUE!,"@sitedaboa: Brasília - O governo de Minas gastará ao menos R$ 50,8 milhões com a compra de helicópteros. As despesas estão... https://t.… ",Negativo 
#VALUE!,"@sitedaboa: Brasília - O governo de Minas gastará ao menos R$ 50,8 milhões com a compra de helicópteros. As despesas estão... https://t.… ",Negativo 
#VALUE!,@soeiroanita: Governador Valadares registra dois assassinatos em menos de uma hora https://t.co/7ivjhH1NJo https://t.co/EpRmvbdxXQ ,Neutro
#VALUE!,"@SouMoroMPFPF: @Vicente_Q_Filho @OnlyKetanAmr @c0nvey Esses R$ 21,8 Milhões NÃO poderiam ser INVESTIDOS na saúde e educação do Estado de… ",Neutro
#VALUE!,@SoyEberLanda: La mejor forma de apoyar a México es a través de la información y no cayendo en situaciones como las que han estado ocurr… ,Neutro
#VALUE!,"@StanleyGusman: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @UOLNoticias @UOL https://t.co/gjpUnTrN… ",Negativo 
#VALUE!,"@StanleyGusman: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @UOLNoticias @UOL https://t.co/gjpUnTrN… ",Negativo 
#VALUE!,"@StanleyGusman: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @UOLNoticias @UOL https://t.co/gjpUnTrN… ",Negativo 
#VALUE!,@SturtSilva: A pressão e marcação cerrada da Polícia Militar de MG contra o governo Pimentel (PT) merece uma investigação: https://t.co/… ,Negativo 
#VALUE!,"@suzalo: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/a5AV5q87h1 via @VEJA.com ",Negativo 
#VALUE!,"@tiesregui: agradezco no haber estado en todo el día en tw. que pena ver ""su bardo"" por un mg ",Neutro
#VALUE!,"@tiesregui: agradezco no haber estado en todo el día en tw. que pena ver ""su bardo"" por un mg ",Neutro
#VALUE!,@Tom_brz: Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/HmNlkuBNI9 ,Neutro
#VALUE!,@tovaga: Crime organizado é disputado por 27 facções no País - Nacional - Estado de Minas https://t.co/XaOFh9qlhZ ,Neutro
#VALUE!,@tovaga: 'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/ilkqh… ,Positivo
#VALUE!,@tovaga: Nova rebelião em cadeia pública de Manaus deixa ao menos três mortos - Nacional - Estado de Minas https://t.co/z4FKgikbuh ,Neutro
#VALUE!,@TraderBolsa: Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/AwBG7i7v4Y https://t.co/ef… ,Negativo 
#VALUE!,@tradersclubbr: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/rl71azDkwJ ,Negativo 
#VALUE!,"@tradersclubbr: Em calamidade financeira, MG compra dois helicópteros https://t.co/QVcG3lYO34 ",Negativo 
#VALUE!,"@trafficGUAYANA: via @jcmenoni: Tenía + d 1 año q no entraba al otrora Makro, sentimientos encontrados al verlo en tal estado https://t… ",Neutro
#VALUE!,"@TransitoBH: Para não perder clientes, motoristas de táxi-lotação se recusam a aumentar tarifa - Gerais - Estado de Minas https://t.co/L… ",Neutro
#VALUE!,"@TransitoBH: PRF flagra mais de 1,2 mil motoristas acima da velocidade em um dia na BR-040 - Gerais - Estado de Minas https://t.co/SiXp1… ",Neutro
#VALUE!,"@TransitoSampaSP: Estado de atenção para escorregamento nas subprefeituras: BT, CL, JA, PR, PJ e MG. (Def. Civil) #spagora (@saopaulo_ag… ",Neutro
#VALUE!,"@tue_nunes07: I'm at Bairro Jardim Perola in Governador Valadares, MG w/ @sytambalejy https://t.co/4sng8f21iz ",Neutro
#VALUE!,"@tue_nunes07: I'm at Lagoa Do Perola in Governador Valadares, Minas Gerais https://t.co/Sr4HaNk5QQ ",Neutro
#VALUE!,"@tue_nunes07: I'm at Lucra Cadastros e Serviços Ltda in Governador Valadares, Minas Gerais w/ @sytambalejy @newrandley https://t.co/MqDT… ",Neutro
#VALUE!,"@tue_nunes07: I'm at Posto Da Polícia Militar Do Bairro Fraternidade in Governador Valadares, Minas Gerais w/ @lawrenlayne https://t.co/… ",Neutro
#VALUE!,@TukaScaletti: Via @estadao: Governo de Minas Gerais compra mais dois helicópteros - https://t.co/mqjUvPmVmX ,Negativo 
#VALUE!,@TukaScaletti: Via @estadao: Governo de Minas Gerais compra mais dois helicópteros - https://t.co/mqjUvPmVmX ,Negativo 
#VALUE!,"@tumaoficial: A disputa entre as facções q estão nos presídios e as q estão no governo, p ver quem enterra o país primeiro está disputad… ",Neutro
#VALUE!,"@tumaoficial: Governo só pensa em por preso nas ruas para resolver o problema nos presídios, que aliás, ele mesmo criou! https://t.co/sK… ",Neutro
#VALUE!,@tvglobominas: Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/YP6eJJ65ab https://t.co/mXO6mbq8aT ,Neutro
#VALUE!,"@Uma_Brasileira: Aproximadamente R$ 1,5 bilhão para o pagamento de resgates dos depósitos judiciais sumiram das contas do governo de Min… ",Negativo 
#VALUE!,"@UOL: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/ocxmenitgm ",Neutro
#VALUE!,"@UOL: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/ocxmenitgm ",Neutro
#VALUE!,"@UOL: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/ocxmenitgm ",Neutro
#VALUE!,"@UOLNoticias: Com reforma, 4 milhões de pensionistas poderão ganhar menos que um salário mínimo https://t.co/kc22M5Hrbn ",Neutro
#VALUE!,"@UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ ",Negativo 
#VALUE!,"@UOLNoticias: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/5a6xqLHJZm ",Neutro
#VALUE!,@UOLNoticias: Governador de Minas usa helicóptero do Estado para buscar filho em festa https://t.co/9sMRwetsqn ,Negativo 
#VALUE!,@UOLNoticias: Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/jeSVB62tyo ,Negativo 
#VALUE!,"@UOLNoticias: Polêmica com filho de Pimentel: Governo de Minas prevê gasto de R$ 50,8 mi com helicópteros https://t.co/uuqDLAAmxy ",Negativo 
#VALUE!,"@vando_correia: Os nomes e valores da Lista de Furnas ...GOVERNADOR-MG Aécio Neves PSDB-MG 5.500.000,00... https://t.co/Ly6gfVkCkF https… ",Negativo 
#VALUE!,"@VEJA: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/qafiUipXEv ",Negativo 
#VALUE!,@vemprarua: Arroz de terceira! BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/SZtiWxZtKt ,Negativo 
#VALUE!,@ViaFranciara: @pauloralin professor mande um abraço pra turma de Governador Valadares! MG ,Neutro
#VALUE!,@VieiraBazilio: desertor do Exército da Coreia do Norte fala ao EM sobre o regime imposto no país - Internacional - Estado de Minas http… ,Neutro
#VALUE!,@VieiraBazilio: desertor do Exército da Coreia do Norte fala ao EM sobre o regime imposto no país - Internacional - Estado de Minas http… ,Neutro
#VALUE!,@VinnyLuciano22: Chga ao fim ano marcado pela crise política rcessão econômica e luto nas artes e no esporte-Politica-Estado de Minas ht… ,Neutro
#VALUE!,@VinnyLuciano22: Chga ao fim ano marcado pela crise política rcessão econômica e luto nas artes e no esporte-Politica-Estado de Minas ht… ,Neutro
#VALUE!,@VinnyLuciano22: Esperança por emprego leva dezenas ao Sine no primeiro dia do ano - Economia - Estado de Minas https://t.co/LhyICK6OI8 ,Neutro
#VALUE!,@VinnyLuciano22: Esperança por emprego leva dezenas ao Sine no primeiro dia do ano - Economia - Estado de Minas https://t.co/LhyICK6OI8 ,Neutro
#VALUE!,@VinnyLuciano22: Minas registra sete carros roubados ou furtados por hora em 2016 - Gerais - Estado de Minas https://t.co/VdESVcNiGp ,Neutro
#VALUE!,@VinnyLuciano22: Minas registra sete carros roubados ou furtados por hora em 2016 - Gerais - Estado de Minas https://t.co/VdESVcNiGp ,Neutro
#VALUE!,@VinnyLuciano22: Passagem de ônibus em BH fica mais cara a partir de amanhã - Gerais - Estado de Minas https://t.co/s0IT9AW8cW ,Neutro
#VALUE!,@VinnyLuciano22: Passagem de ônibus em BH fica mais cara a partir de amanhã - Gerais - Estado de Minas https://t.co/s0IT9AW8cW ,Neutro
#VALUE!,@VinnyLuciano22: Preso um dos assassinos de empresário em Montes Claros - Gerais - Estado de Minas https://t.co/J7a0UWI4Lx ,Neutro
#VALUE!,@VinnyLuciano22: Preso um dos assassinos de empresário em Montes Claros - Gerais - Estado de Minas https://t.co/J7a0UWI4Lx ,Neutro
#VALUE!,@VinnyLuciano22: Primeira segunda-feira do ano é de tempo ensolarado em BH - Gerais - Estado de Minas https://t.co/IzWRKOFvgA ,Neutro
#VALUE!,@VinnyLuciano22: Primeira segunda-feira do ano é de tempo ensolarado em BH - Gerais - Estado de Minas https://t.co/IzWRKOFvgA ,Neutro
#VALUE!,@VinnyLuciano22: Três homens são presos por roubar comércios de Ibirité - Gerais - Estado de Minas https://t.co/0FiUADAja9 ,Neutro
#VALUE!,@VinnyLuciano22: Três homens são presos por roubar comércios de Ibirité - Gerais - Estado de Minas https://t.co/0FiUADAja9 ,Neutro
#VALUE!,"@VinnyLuciano22: Turquia identifica autor de atentado, informa TV estatal - Internacional - Estado de Minas https://t.co/yOyYomkZcR ",Neutro
#VALUE!,"@VinnyLuciano22: Turquia identifica autor de atentado, informa TV estatal - Internacional - Estado de Minas https://t.co/yOyYomkZcR ",Neutro
#VALUE!,"@vitimasBancoop: o governo de Minas paga R$ 3.500 mensais por preso para a GPA.
A Umanizzare cobra quase R$ 6.000 do Amazonas ",Negativo 
#VALUE!,"@wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de… ",Neutro
#VALUE!,"@Whackybus: Panelas? Alguém?
Petrobras aumenta preço do diesel nas refinarias em 6,1% em média - Economia - Estado de Minas https://t.co… ",Neutro
#VALUE!,@Wudson_: https://t.co/CTQu58FEkg …https://t.co/LozJadnu6y https://t.co/fkRRnrO5ou #ForaRenanCalheiros https://t.co/t3v6KXLLma ,Neutro
#VALUE!,"@xandalquadros: Com seis casos confirmados, Diamantina tem surto de malária - Gerais - Estado de Minas https://t.co/2Sg4mswHqv ",Neutro
#VALUE!,"@xandalquadros: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/VARiO6nzYN ",Negativo 
